rate_id,monster_id,monster_name,monster_level,channel,itemgroup,rolls,item_id,item_name,prefix_id,prefix,quantity,millionths,chance_pct,expected_drops_per_kill,chance_per_kill_pct,status
139,6,Demon Escort Soldier,8,0,6,2,205,Trinket,0,Plain,1,1600,0.16,0.0032,0.31974400000000003,original-2006-base-no-buffs
140,6,Demon Escort Soldier,8,0,6,2,446,Sea Bream with Blood,0,Plain,1,4000,0.4,0.008,0.7984,original-2006-base-no-buffs
141,7,Demon Escort Archer,8,0,7,2,31,Zamogeon,0,Plain,800,489500,48.95,0.979,73.938975,original-2006-base-no-buffs
142,7,Demon Escort Archer,8,0,7,2,443,Demon's blood,0,Plain,1,0,0.0,0.0,-0.0,original-2006-base-no-buffs
143,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,0,Plain,1,0,0.0,0.0,-0.0,original-2006-base-no-buffs
144,7,Demon Escort Archer,8,0,7,2,92,Oak Petal Stick,0,Plain,1,0,0.0,0.0,-0.0,original-2006-base-no-buffs
145,7,Demon Escort Archer,8,0,7,2,47,Small Medicine,0,Plain,1,3000,0.3,0.006,0.5991,original-2006-base-no-buffs
146,7,Demon Escort Archer,8,0,7,2,32,Leather Armor,0,Plain,1,1000,0.1,0.002,0.1999,original-2006-base-no-buffs
147,7,Demon Escort Archer,8,0,7,2,33,Leather Armor Hood,0,Plain,1,1000,0.1,0.002,0.1999,original-2006-base-no-buffs
148,7,Demon Escort Archer,8,0,7,2,34,Leather Armor Gloves,0,Plain,1,1000,0.1,0.002,0.1999,original-2006-base-no-buffs
149,7,Demon Escort Archer,8,0,7,2,35,Leather Armor Boots,0,Plain,1,1000,0.1,0.002,0.1999,original-2006-base-no-buffs
150,7,Demon Escort Archer,8,0,7,2,36,Leather Armor Shorts,0,Plain,1,1000,0.1,0.002,0.1999,original-2006-base-no-buffs
151,7,Demon Escort Archer,8,0,7,2,70,MyungJoo HakChangEau Clothes,0,Plain,1,500,0.05,0.001,0.09997500000000002,original-2006-base-no-buffs
152,7,Demon Escort Archer,8,0,7,2,71,MyungJoo HakChangEau Hair Decoration,0,Plain,1,500,0.05,0.001,0.09997500000000002,original-2006-base-no-buffs
153,7,Demon Escort Archer,8,0,7,2,72,MyungJoo HakChangEau Gloves,0,Plain,1,500,0.05,0.001,0.09997500000000002,original-2006-base-no-buffs
154,7,Demon Escort Archer,8,0,7,2,73,MyungJoo HakChangEau Boots,0,Plain,1,500,0.05,0.001,0.09997500000000002,original-2006-base-no-buffs
155,7,Demon Escort Archer,8,0,7,2,74,MyungJoo HakChangEau Shorts,0,Plain,1,500,0.05,0.001,0.09997500000000002,original-2006-base-no-buffs
156,7,Demon Escort Archer,8,0,7,2,31,Zamogeon,0,Plain,11,19280,1.928,0.03856,3.81882816,original-2006-base-no-buffs
157,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,51,Heavy Blow's,1,100,0.01,0.0002,0.019999000000000003,original-2006-base-no-buffs
158,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,52,The Powerful,1,80,0.008,0.00016,0.01599936,original-2006-base-no-buffs
159,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,53,Explosive,1,80,0.008,0.00016,0.01599936,original-2006-base-no-buffs
160,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,54,Fierce,1,80,0.008,0.00016,0.01599936,original-2006-base-no-buffs
161,7,Demon Escort Archer,8,0,7,2,92,Oak Petal Stick,60,Fundamental,1,60,0.006,0.00012,0.011999639999999999,original-2006-base-no-buffs
162,7,Demon Escort Archer,8,0,7,2,92,Oak Petal Stick,61,Powerful,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
163,7,Demon Escort Archer,8,0,7,2,92,Oak Petal Stick,62,Mighty,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
164,7,Demon Escort Archer,8,0,7,2,92,Oak Petal Stick,64,Cruel,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
165,7,Demon Escort Archer,8,0,7,2,37,DooJungPeeGap Armor,11,Healthy,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
166,7,Demon Escort Archer,8,0,7,2,37,DooJungPeeGap Armor,12,Vigorous   ,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
167,7,Demon Escort Archer,8,0,7,2,75,BeeDan HakChangEau Clothes,32,Confirmatory,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
168,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,73,Veteran Archer's,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
169,7,Demon Escort Archer,8,0,7,2,24,Big Oak Bow,74,Skillful Archer's ,1,40,0.004,8e-05,0.007999840000000001,original-2006-base-no-buffs
170,7,Demon Escort Archer,8,0,7,2,315,Talisman of Intensification,0,Plain,1,1600,0.16,0.0032,0.31974400000000003,original-2006-base-no-buffs
171,7,Demon Escort Archer,8,0,7,2,317,Talisman of Intensification,0,Plain,1,1600,0.16,0.0032,0.31974400000000003,original-2006-base-no-buffs
172,7,Demon Escort Archer,8,0,7,2,205,Trinket,0,Plain,1,1600,0.16,0.0032,0.31974400000000003,original-2006-base-no-buffs
173,7,Demon Escort Archer,8,0,7,2,446,Sea Bream with Blood,0,Plain,1,4000,0.4,0.008,0.7984,original-2006-base-no-buffs
174,8,Demon Scout Commander,9,0,8,3,31,Zamogeon,0,Plain,1000,447500,44.75,1.3425,83.1345921875,original-2006-base-no-buffs
175,8,Demon Scout Commander,9,0,8,3,443,Demon's blood,0,Plain,1,15000,1.5,0.045,4.432837500000001,original-2006-base-no-buffs
176,8,Demon Scout Commander,9,0,8,3,47,Small Medicine,0,Plain,1,30000,3.0,0.09,8.732700000000001,original-2006-base-no-buffs
177,8,Demon Scout Commander,9,0,8,3,3,Small Steel Sword,0,Plain,1,2500,0.25,0.0075,0.7481265625000001,original-2006-base-no-buffs
178,8,Demon Scout Commander,9,0,8,3,24,Big Oak Bow,0,Plain,1,2500,0.25,0.0075,0.7481265625000001,original-2006-base-no-buffs
179,8,Demon Scout Commander,9,0,8,3,92,Oak Petal Stick,0,Plain,1,2500,0.25,0.0075,0.7481265625000001,original-2006-base-no-buffs
180,8,Demon Scout Commander,9,0,8,3,31,Zamogeon,0,Plain,1300,19340,1.934,0.05802,5.690512704850399,original-2006-base-no-buffs
181,8,Demon Scout Commander,9,0,8,3,4,Iron Sword,2,Unlawful,1,200,0.02,0.0006,0.059988000799999996,original-2006-base-no-buffs
182,8,Demon Scout Commander,9,0,8,3,93,Iron Stick,22,Sharp,1,200,0.02,0.0006,0.059988000799999996,original-2006-base-no-buffs
183,8,Demon Scout Commander,9,0,8,3,25,YeonGak Bow,42,Reflective,1,200,0.02,0.0006,0.059988000799999996,original-2006-base-no-buffs
184,8,Demon Scout Commander,9,0,8,3,4,Iron Sword,68,Wondering Knight's,1,20,0.002,6e-05,0.0059998800008,original-2006-base-no-buffs
185,8,Demon Scout Commander,9,0,8,3,25,YeonGak Bow,72,Wondering Archer's,1,20,0.002,6e-05,0.0059998800008,original-2006-base-no-buffs
186,8,Demon Scout Commander,9,0,8,3,93,Iron Stick,76,Beginning Scholar's,1,20,0.002,6e-05,0.0059998800008,original-2006-base-no-buffs
