pre_azon,status,legacy_name,bango_name,name_equal_normalized,legacy_pre_rev,bango_stats_json
89,matched-id,Magical Powers,Magical Power's,True,|2|5|3|2|50|150|||||||2,"[[""Hth"",""2""],[""Int"",""5""],[""Wis"",""3""],[""Dex"",""2""],[""hp"",""50""],[""mp"",""150""],[""defense"",""2""]]"
90,matched-id,Legendary,Legendary,True,5|5|5|5|5|75|75|||||||5,"[[""str"",""5""],[""Hth"",""5""],[""Int"",""5""],[""Wis"",""5""],[""Dex"",""5""],[""hp"",""75""],[""mp"",""75""],[""defense"",""5""]]"
91,matched-id,Rash,Rash,True,|||||360||||||||3,"[[""hp"",""360""],[""defense"",""3""]]"
92,matched-id,"The King, GuhBalHans","The King, GuhBalHan's",True,6|6|6|6|6|100|80|||||||5,"[[""str"",""6""],[""Hth"",""6""],[""Int"",""6""],[""Wis"",""6""],[""Dex"",""6""],[""hp"",""100""],[""mp"",""80""],[""defense"",""5""]]"
93,matched-id,Excessiveness,+1,False,3||||3,"[[""str"",""1""]]"
94,matched-id,Vigor,+2,False,3|3,"[[""str"",""2""]]"
95,matched-id,Explosion,+3,False,3||3,"[[""str"",""3""]]"
96,matched-id,Courage,+4,False,3|||3,"[[""str"",""4""]]"
97,matched-id,Wisdom,+5,False,||3|3,"[[""str"",""5""]]"
98,matched-id,Knowledge,+6,False,|3|3,"[[""str"",""6""]]"
99,matched-id,Quickness,+7,False,||3||3,"[[""str"",""7""]]"
100,matched-id,Meditation,+1,False,|||3|3,"[[""Dex"",""1""]]"
101,matched-id,Maturity,+2,False,|3|||3,"[[""Dex"",""2""]]"
102,matched-id,Sage,+3,False,|3||3,"[[""Dex"",""3""]]"
103,bango-only-id,,+4,,,"[[""Dex"",""4""]]"
104,bango-only-id,,+5,,,"[[""Dex"",""5""]]"
105,bango-only-id,,+6,,,"[[""Dex"",""6""]]"
106,bango-only-id,,+7,,,"[[""Dex"",""7""]]"
107,bango-only-id,,+1,,,"[[""Int"",""1""]]"
108,bango-only-id,,+2,,,"[[""Int"",""2""]]"
109,bango-only-id,,+3,,,"[[""Int"",""3""]]"
110,bango-only-id,,+4,,,"[[""Int"",""4""]]"
111,bango-only-id,,+5,,,"[[""Int"",""5""]]"
112,bango-only-id,,+6,,,"[[""Int"",""6""]]"
113,bango-only-id,,+7,,,"[[""Int"",""7""]]"
114,bango-only-id,,+1,,,"[[""Wis"",""1""]]"
115,bango-only-id,,+2,,,"[[""Wis"",""2""]]"
116,bango-only-id,,+3,,,"[[""Wis"",""3""]]"
117,bango-only-id,,+4,,,"[[""Wis"",""4""]]"
118,bango-only-id,,+5,,,"[[""Wis"",""5""]]"
119,bango-only-id,,+6,,,"[[""Wis"",""6""]]"
120,bango-only-id,,+7,,,"[[""Wis"",""7""]]"
121,bango-only-id,,+1,,,"[[""Hth"",""1""]]"
122,bango-only-id,,+2,,,"[[""Hth"",""2""]]"
123,bango-only-id,,+3,,,"[[""Hth"",""3""]]"
124,bango-only-id,,+4,,,"[[""Hth"",""4""]]"
125,bango-only-id,,+5,,,"[[""Hth"",""5""]]"
126,bango-only-id,,+6,,,"[[""Hth"",""6""]]"
127,bango-only-id,,+7,,,"[[""Hth"",""7""]]"
128,bango-only-id,,+0,,,[]
129,bango-only-id,,+1,,,[]
130,bango-only-id,,+2,,,[]
131,bango-only-id,,+3,,,[]
136,bango-only-id,,Fire[Royal],,,"[[""resistfire"",""8""]]"
137,bango-only-id,,Fire[Small],,,"[[""resistfire"",""3""]]"
138,bango-only-id,,Lightning[Royal],,,"[[""resistlitning"",""8""]]"
139,bango-only-id,,Lightning[Small],,,"[[""resistlitning"",""3""]]"
140,bango-only-id,,Ice[Royal],,,"[[""resistice"",""8""]]"
141,bango-only-id,,Ice[Small],,,"[[""resistice"",""3""]]"
142,bango-only-id,,Resist[Royal],,,"[[""resistpalsy"",""8""]]"
143,bango-only-id,,Resist[Small],,,"[[""resistpalsy"",""3""]]"
144,bango-only-id,,Curse[Royal],,,"[[""resistcurse"",""8""]]"
145,bango-only-id,,Curse[Small],,,"[[""resistcurse"",""3""]]"
146,bango-only-id,,+1,,,"[[""hp"",""100""],[""attack"",""3"",""5""]]"
147,bango-only-id,,+2,,,"[[""hp"",""200""],[""attack"",""7"",""9""]]"
148,bango-only-id,,+3,,,"[[""hp"",""300""],[""attack"",""14"",""18""]]"
149,bango-only-id,,+4,,,"[[""hp"",""400""],[""attack"",""21"",""27""]]"
150,bango-only-id,,+5,,,"[[""hp"",""500""],[""attack"",""32"",""40""]]"
151,bango-only-id,,+6,,,"[[""hp"",""600""],[""attack"",""43"",""53""]]"
152,bango-only-id,,+7,,,"[[""hp"",""700""],[""attack"",""57"",""71""]]"
153,bango-only-id,,+1,,,"[[""hp"",""100""],[""magic"",""3"",""5""]]"
154,bango-only-id,,+2,,,"[[""hp"",""200""],[""magic"",""7"",""9""]]"
155,bango-only-id,,+3,,,"[[""hp"",""300""],[""magic"",""14"",""18""]]"
156,bango-only-id,,+4,,,"[[""hp"",""400""],[""magic"",""21"",""27""]]"
157,bango-only-id,,+5,,,"[[""hp"",""500""],[""magic"",""32"",""40""]]"
158,bango-only-id,,+6,,,"[[""hp"",""600""],[""magic"",""43"",""53""]]"
159,bango-only-id,,+7,,,"[[""hp"",""700""],[""magic"",""57"",""71""]]"
160,bango-only-id,,+1,,,"[[""hit"",""1""]]"
161,bango-only-id,,+2,,,"[[""hit"",""2""]]"
162,bango-only-id,,+3,,,"[[""hit"",""4""]]"
163,bango-only-id,,+4,,,"[[""hit"",""6""]]"
164,bango-only-id,,+5,,,"[[""hit"",""9""]]"
165,bango-only-id,,+6,,,"[[""hit"",""12""]]"
166,bango-only-id,,+7,,,"[[""hit"",""16""]]"
1001,bango-only-id,,+1,,,"[[""hp"",""26""]]"
1002,bango-only-id,,+2,,,"[[""hp"",""32""]]"
1003,bango-only-id,,+3,,,"[[""hp"",""38""]]"
1004,bango-only-id,,+4,,,"[[""hp"",""44""]]"
1005,bango-only-id,,+5,,,"[[""hp"",""50""]]"
1006,bango-only-id,,+6,,,"[[""hp"",""56""]]"
1007,bango-only-id,,+7,,,"[[""hp"",""62""]]"
1008,bango-only-id,,+8,,,"[[""hp"",""68""]]"
1009,bango-only-id,,+9,,,"[[""hp"",""74""]]"
1010,bango-only-id,,+10,,,"[[""hp"",""80""]]"
1011,bango-only-id,,+11,,,"[[""hp"",""86""]]"
1012,bango-only-id,,+12,,,"[[""hp"",""92""]]"
1013,bango-only-id,,+13,,,"[[""hp"",""98""]]"
1014,bango-only-id,,+14,,,"[[""hp"",""104""]]"
1015,bango-only-id,,+15,,,"[[""hp"",""110""]]"
1021,bango-only-id,,<unresolved prefixname:1021>,,,"[[""hp"",""32""]]"
1022,bango-only-id,,<unresolved prefixname:1022>,,,"[[""hp"",""43""]]"
1023,bango-only-id,,<unresolved prefixname:1023>,,,"[[""hp"",""53""]]"
1024,bango-only-id,,<unresolved prefixname:1024>,,,"[[""hp"",""64""]]"
1025,bango-only-id,,<unresolved prefixname:1025>,,,"[[""hp"",""75""]]"
1026,bango-only-id,,<unresolved prefixname:1026>,,,"[[""hp"",""86""]]"
1027,bango-only-id,,<unresolved prefixname:1027>,,,"[[""hp"",""96""]]"
1028,bango-only-id,,<unresolved prefixname:1028>,,,"[[""hp"",""107""]]"
1029,bango-only-id,,<unresolved prefixname:1029>,,,"[[""hp"",""118""]]"
1030,bango-only-id,,<unresolved prefixname:1030>,,,"[[""hp"",""129""]]"
1031,bango-only-id,,<unresolved prefixname:1031>,,,"[[""hp"",""139""]]"
1032,bango-only-id,,<unresolved prefixname:1032>,,,"[[""hp"",""150""]]"
1033,bango-only-id,,<unresolved prefixname:1033>,,,"[[""hp"",""161""]]"
1034,bango-only-id,,<unresolved prefixname:1034>,,,"[[""hp"",""172""]]"
1035,bango-only-id,,<unresolved prefixname:1035>,,,"[[""hp"",""182""]]"
1041,bango-only-id,,<unresolved prefixname:1041>,,,"[[""hp"",""42""]]"
1042,bango-only-id,,<unresolved prefixname:1042>,,,"[[""hp"",""60""]]"
1043,bango-only-id,,<unresolved prefixname:1043>,,,"[[""hp"",""77""]]"
1044,bango-only-id,,<unresolved prefixname:1044>,,,"[[""hp"",""95""]]"
1045,bango-only-id,,<unresolved prefixname:1045>,,,"[[""hp"",""112""]]"
1046,bango-only-id,,<unresolved prefixname:1046>,,,"[[""hp"",""130""]]"
1047,bango-only-id,,<unresolved prefixname:1047>,,,"[[""hp"",""147""]]"
1048,bango-only-id,,<unresolved prefixname:1048>,,,"[[""hp"",""165""]]"
1049,bango-only-id,,<unresolved prefixname:1049>,,,"[[""hp"",""182""]]"
1050,bango-only-id,,<unresolved prefixname:1050>,,,"[[""hp"",""200""]]"
1051,bango-only-id,,<unresolved prefixname:1051>,,,"[[""hp"",""217""]]"
1052,bango-only-id,,<unresolved prefixname:1052>,,,"[[""hp"",""235""]]"
1053,bango-only-id,,<unresolved prefixname:1053>,,,"[[""hp"",""252""]]"
1054,bango-only-id,,<unresolved prefixname:1054>,,,"[[""hp"",""270""]]"
1055,bango-only-id,,<unresolved prefixname:1055>,,,"[[""hp"",""287""]]"
1201,bango-only-id,,<unresolved prefixname:1201>,,,"[[""mp"",""9""]]"
1202,bango-only-id,,<unresolved prefixname:1202>,,,"[[""mp"",""12""]]"
1203,bango-only-id,,<unresolved prefixname:1203>,,,"[[""mp"",""14""]]"
1204,bango-only-id,,<unresolved prefixname:1204>,,,"[[""mp"",""16""]]"
1205,bango-only-id,,<unresolved prefixname:1205>,,,"[[""mp"",""18""]]"
1206,bango-only-id,,<unresolved prefixname:1206>,,,"[[""mp"",""21""]]"
1207,bango-only-id,,<unresolved prefixname:1207>,,,"[[""mp"",""23""]]"
1208,bango-only-id,,<unresolved prefixname:1208>,,,"[[""mp"",""25""]]"
1209,bango-only-id,,<unresolved prefixname:1209>,,,"[[""mp"",""27""]]"
1210,bango-only-id,,<unresolved prefixname:1210>,,,"[[""mp"",""30""]]"
1211,bango-only-id,,<unresolved prefixname:1211>,,,"[[""mp"",""32""]]"
1212,bango-only-id,,<unresolved prefixname:1212>,,,"[[""mp"",""34""]]"
1213,bango-only-id,,<unresolved prefixname:1213>,,,"[[""mp"",""36""]]"
1214,bango-only-id,,<unresolved prefixname:1214>,,,"[[""mp"",""39""]]"
1215,bango-only-id,,<unresolved prefixname:1215>,,,"[[""mp"",""41""]]"
1221,bango-only-id,,<unresolved prefixname:1221>,,,"[[""mp"",""15""]]"
1222,bango-only-id,,<unresolved prefixname:1222>,,,"[[""mp"",""20""]]"
1223,bango-only-id,,<unresolved prefixname:1223>,,,"[[""mp"",""25""]]"
1224,bango-only-id,,<unresolved prefixname:1224>,,,"[[""mp"",""30""]]"
1225,bango-only-id,,<unresolved prefixname:1225>,,,"[[""mp"",""35""]]"
1226,bango-only-id,,<unresolved prefixname:1226>,,,"[[""mp"",""40""]]"
1227,bango-only-id,,<unresolved prefixname:1227>,,,"[[""mp"",""45""]]"
1228,bango-only-id,,<unresolved prefixname:1228>,,,"[[""mp"",""50""]]"
1229,bango-only-id,,<unresolved prefixname:1229>,,,"[[""mp"",""55""]]"
1230,bango-only-id,,<unresolved prefixname:1230>,,,"[[""mp"",""60""]]"
1231,bango-only-id,,<unresolved prefixname:1231>,,,"[[""mp"",""65""]]"
1232,bango-only-id,,<unresolved prefixname:1232>,,,"[[""mp"",""70""]]"
1233,bango-only-id,,<unresolved prefixname:1233>,,,"[[""mp"",""75""]]"
1234,bango-only-id,,<unresolved prefixname:1234>,,,"[[""mp"",""80""]]"
1235,bango-only-id,,<unresolved prefixname:1235>,,,"[[""mp"",""85""]]"
1241,bango-only-id,,<unresolved prefixname:1241>,,,"[[""mp"",""21""]]"
1242,bango-only-id,,<unresolved prefixname:1242>,,,"[[""mp"",""30""]]"
1243,bango-only-id,,<unresolved prefixname:1243>,,,"[[""mp"",""38""]]"
1244,bango-only-id,,<unresolved prefixname:1244>,,,"[[""mp"",""47""]]"
1245,bango-only-id,,<unresolved prefixname:1245>,,,"[[""mp"",""56""]]"
1246,bango-only-id,,<unresolved prefixname:1246>,,,"[[""mp"",""65""]]"
1247,bango-only-id,,<unresolved prefixname:1247>,,,"[[""mp"",""73""]]"
1248,bango-only-id,,<unresolved prefixname:1248>,,,"[[""mp"",""82""]]"
1249,bango-only-id,,<unresolved prefixname:1249>,,,"[[""mp"",""91""]]"
1250,bango-only-id,,<unresolved prefixname:1250>,,,"[[""mp"",""100""]]"
1251,bango-only-id,,<unresolved prefixname:1251>,,,"[[""mp"",""108""]]"
1252,bango-only-id,,<unresolved prefixname:1252>,,,"[[""mp"",""117""]]"
1253,bango-only-id,,<unresolved prefixname:1253>,,,"[[""mp"",""126""]]"
1254,bango-only-id,,<unresolved prefixname:1254>,,,"[[""mp"",""135""]]"
1255,bango-only-id,,<unresolved prefixname:1255>,,,"[[""mp"",""143""]]"
1401,bango-only-id,,<unresolved prefixname:1401>,,,"[[""attack"",""1"",""1""],[""magic"",""1"",""1""]]"
1402,bango-only-id,,<unresolved prefixname:1402>,,,"[[""attack"",""2"",""2""],[""magic"",""2"",""2""]]"
1403,bango-only-id,,<unresolved prefixname:1403>,,,"[[""attack"",""2"",""2""],[""magic"",""2"",""2""]]"
1404,bango-only-id,,<unresolved prefixname:1404>,,,"[[""attack"",""3"",""3""],[""magic"",""3"",""3""]]"
1405,bango-only-id,,<unresolved prefixname:1405>,,,"[[""attack"",""3"",""3""],[""magic"",""3"",""3""]]"
1406,bango-only-id,,<unresolved prefixname:1406>,,,"[[""attack"",""4"",""4""],[""magic"",""4"",""4""]]"
1407,bango-only-id,,<unresolved prefixname:1407>,,,"[[""attack"",""4"",""4""],[""magic"",""4"",""4""]]"
1408,bango-only-id,,<unresolved prefixname:1408>,,,"[[""attack"",""5"",""5""],[""magic"",""5"",""5""]]"
1409,bango-only-id,,<unresolved prefixname:1409>,,,"[[""attack"",""5"",""5""],[""magic"",""5"",""5""]]"
1410,bango-only-id,,<unresolved prefixname:1410>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
1411,bango-only-id,,<unresolved prefixname:1411>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
1412,bango-only-id,,<unresolved prefixname:1412>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
1413,bango-only-id,,<unresolved prefixname:1413>,,,"[[""attack"",""7"",""7""],[""magic"",""7"",""7""]]"
1414,bango-only-id,,<unresolved prefixname:1414>,,,"[[""attack"",""7"",""7""],[""magic"",""7"",""7""]]"
1415,bango-only-id,,<unresolved prefixname:1415>,,,"[[""attack"",""8"",""8""],[""magic"",""8"",""8""]]"
1421,bango-only-id,,<unresolved prefixname:1421>,,,"[[""attack"",""3"",""3""],[""magic"",""3"",""3""]]"
1422,bango-only-id,,<unresolved prefixname:1422>,,,"[[""attack"",""4"",""4""],[""magic"",""4"",""4""]]"
1423,bango-only-id,,<unresolved prefixname:1423>,,,"[[""attack"",""5"",""5""],[""magic"",""5"",""5""]]"
1424,bango-only-id,,<unresolved prefixname:1424>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
1425,bango-only-id,,<unresolved prefixname:1425>,,,"[[""attack"",""7"",""7""],[""magic"",""7"",""7""]]"
1426,bango-only-id,,<unresolved prefixname:1426>,,,"[[""attack"",""8"",""8""],[""magic"",""8"",""8""]]"
1427,bango-only-id,,<unresolved prefixname:1427>,,,"[[""attack"",""9"",""9""],[""magic"",""9"",""9""]]"
1428,bango-only-id,,<unresolved prefixname:1428>,,,"[[""attack"",""10"",""10""],[""magic"",""10"",""10""]]"
1429,bango-only-id,,<unresolved prefixname:1429>,,,"[[""attack"",""11"",""11""],[""magic"",""11"",""11""]]"
1430,bango-only-id,,<unresolved prefixname:1430>,,,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""]]"
1431,bango-only-id,,<unresolved prefixname:1431>,,,"[[""attack"",""13"",""13""],[""magic"",""13"",""13""]]"
1432,bango-only-id,,<unresolved prefixname:1432>,,,"[[""attack"",""14"",""14""],[""magic"",""14"",""14""]]"
1433,bango-only-id,,<unresolved prefixname:1433>,,,"[[""attack"",""15"",""15""],[""magic"",""15"",""15""]]"
1434,bango-only-id,,<unresolved prefixname:1434>,,,"[[""attack"",""16"",""16""],[""magic"",""16"",""16""]]"
1435,bango-only-id,,<unresolved prefixname:1435>,,,"[[""attack"",""17"",""17""],[""magic"",""17"",""17""]]"
1441,bango-only-id,,<unresolved prefixname:1441>,,,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]"
1442,bango-only-id,,<unresolved prefixname:1442>,,,"[[""attack"",""9"",""9""],[""magic"",""9"",""9""]]"
1443,bango-only-id,,<unresolved prefixname:1443>,,,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""]]"
1444,bango-only-id,,<unresolved prefixname:1444>,,,"[[""attack"",""15"",""15""],[""magic"",""15"",""15""]]"
1445,bango-only-id,,<unresolved prefixname:1445>,,,"[[""attack"",""18"",""18""],[""magic"",""18"",""18""]]"
1446,bango-only-id,,<unresolved prefixname:1446>,,,"[[""attack"",""20"",""20""],[""magic"",""20"",""20""]]"
1447,bango-only-id,,<unresolved prefixname:1447>,,,"[[""attack"",""23"",""23""],[""magic"",""23"",""23""]]"
1448,bango-only-id,,<unresolved prefixname:1448>,,,"[[""attack"",""26"",""26""],[""magic"",""26"",""26""]]"
1449,bango-only-id,,<unresolved prefixname:1449>,,,"[[""attack"",""29"",""29""],[""magic"",""29"",""29""]]"
1450,bango-only-id,,<unresolved prefixname:1450>,,,"[[""attack"",""32"",""32""],[""magic"",""32"",""32""]]"
1451,bango-only-id,,<unresolved prefixname:1451>,,,"[[""attack"",""34"",""34""],[""magic"",""34"",""34""]]"
1452,bango-only-id,,<unresolved prefixname:1452>,,,"[[""attack"",""37"",""37""],[""magic"",""37"",""37""]]"
1453,bango-only-id,,<unresolved prefixname:1453>,,,"[[""attack"",""40"",""40""],[""magic"",""40"",""40""]]"
1454,bango-only-id,,<unresolved prefixname:1454>,,,"[[""attack"",""43"",""43""],[""magic"",""43"",""43""]]"
1455,bango-only-id,,<unresolved prefixname:1455>,,,"[[""attack"",""46"",""46""],[""magic"",""46"",""46""]]"
1601,bango-only-id,,<unresolved prefixname:1601>,,,"[[""str"",""1""]]"
