source_file,record_ordinal,source_line,text,source_kind,provenance
Dic.dat,236,471,??????,inspection-text-partial,bango-file
Dic.dat,237,473,??????,inspection-text-partial,bango-file
Dic.dat,238,475,??????,inspection-text-partial,bango-file
Dic.dat,239,477,??????,inspection-text-partial,bango-file
Dic.dat,240,479,????넘,inspection-text-partial,bango-file
Dic.dat,241,481,????년,inspection-text-partial,bango-file
Dic.dat,242,483,????눔,inspection-text-partial,bango-file
Dic.dat,243,485,????늠,inspection-text-partial,bango-file
Dic.dat,244,487,????연,inspection-text-partial,bango-file
Dic.dat,245,489,????영,inspection-text-partial,bango-file
Dic.dat,246,491,????,inspection-text-partial,bango-file
Dic.dat,247,493,??????,inspection-text-partial,bango-file
Dic.dat,248,495,??????,inspection-text-partial,bango-file
Dic.dat,249,497,????년,inspection-text-partial,bango-file
Dic.dat,250,499,????연,inspection-text-partial,bango-file
Dic.dat,251,501,????,inspection-text-partial,bango-file
Dic.dat,252,503,??????,inspection-text-partial,bango-file
Dic.dat,253,505,????끼,inspection-text-partial,bango-file
Dic.dat,254,507,??????,inspection-text-partial,bango-file
Dic.dat,255,509,??????,inspection-text-partial,bango-file
Dic.dat,256,511,????기,inspection-text-partial,bango-file
Dic.dat,257,513,????끼,inspection-text-partial,bango-file
Dic.dat,258,515,????,inspection-text-partial,bango-file
Dic.dat,259,517,??????,inspection-text-partial,bango-file
Dic.dat,260,519,??????,inspection-text-partial,bango-file
Dic.dat,261,521,????끼,inspection-text-partial,bango-file
Dic.dat,262,523,????팕,inspection-text-partial,bango-file
Dic.dat,263,525,????,inspection-text-partial,bango-file
Dic.dat,264,527,??????,inspection-text-partial,bango-file
Dic.dat,265,529,??????,inspection-text-partial,bango-file
Dic.dat,266,531,????슥,inspection-text-partial,bango-file
Dic.dat,267,533,????<CIPHER_0F>�,inspection-text-partial,bango-file
Dic.dat,268,535,??????,inspection-text-partial,bango-file
Dic.dat,269,537,??조옷,inspection-text-partial,bango-file
Dic.dat,270,539,????,inspection-text-partial,bango-file
Dic.dat,271,541,??지 ??,inspection-text-partial,bango-file
Dic.dat,272,543,??지??,inspection-text-partial,bango-file
Dic.dat,273,545,????,inspection-text-partial,bango-file
Dic.dat,274,547,개????,inspection-text-partial,bango-file
Dic.dat,275,549,개????,inspection-text-partial,bango-file
Dic.dat,276,551,개같??,inspection-text-partial,bango-file
Dic.dat,277,553,개기??,inspection-text-partial,bango-file
Dic.dat,278,555,개꼬??,inspection-text-partial,bango-file
Dic.dat,279,557,개나??,inspection-text-partial,bango-file
Dic.dat,280,559,개넌,inspection-text-partial,bango-file
Dic.dat,281,561,개넘,inspection-text-partial,bango-file
Dic.dat,282,563,개년,inspection-text-partial,bango-file
Dic.dat,283,565,개노??,inspection-text-partial,bango-file
Dic.dat,284,567,개놈,inspection-text-partial,bango-file
Dic.dat,285,569,개뇬,inspection-text-partial,bango-file
Dic.dat,286,571,개뇽,inspection-text-partial,bango-file
Dic.dat,287,573,개눔,inspection-text-partial,bango-file
Dic.dat,288,575,개느??,inspection-text-partial,bango-file
Dic.dat,289,577,개늠,inspection-text-partial,bango-file
Dic.dat,290,579,개도??이,inspection-text-partial,bango-file
Dic.dat,291,581,개때??,inspection-text-partial,bango-file
Dic.dat,292,583,개때??,inspection-text-partial,bango-file
Dic.dat,293,585,개또??이,inspection-text-partial,bango-file
Dic.dat,294,587,개똥,inspection-text-partial,bango-file
Dic.dat,295,589,개라 ??,inspection-text-partial,bango-file
Dic.dat,296,591,개라??,inspection-text-partial,bango-file
Dic.dat,297,593,개보지,inspection-text-partial,bango-file
Dic.dat,298,595,개????,inspection-text-partial,bango-file
Dic.dat,299,597,개????,inspection-text-partial,bango-file
Dic.dat,300,599,개불??,inspection-text-partial,bango-file
Dic.dat,301,601,개뼈??구,inspection-text-partial,bango-file
Dic.dat,302,603,개뼈????,inspection-text-partial,bango-file
Dic.dat,303,605,개뼉??구,inspection-text-partial,bango-file
Dic.dat,304,607,개뼉??구,inspection-text-partial,bango-file
Dic.dat,305,609,개뿔,inspection-text-partial,bango-file
Dic.dat,306,611,개ㅅ??ㄲ??,inspection-text-partial,bango-file
Dic.dat,307,613,개새,inspection-text-partial,bango-file
Dic.dat,308,615,개새 ??,inspection-text-partial,bango-file
Dic.dat,309,617,개새????,inspection-text-partial,bango-file
Dic.dat,310,619,개새??ㅣ,inspection-text-partial,bango-file
Dic.dat,311,621,개새??,inspection-text-partial,bango-file
Dic.dat,312,623,개새??,inspection-text-partial,bango-file
Dic.dat,313,625,개새??,inspection-text-partial,bango-file
Dic.dat,314,627,개새??,inspection-text-partial,bango-file
Dic.dat,315,629,개새??,inspection-text-partial,bango-file
Dic.dat,316,631,개새??,inspection-text-partial,bango-file
Dic.dat,317,633,개색,inspection-text-partial,bango-file
Dic.dat,318,635,개색??,inspection-text-partial,bango-file
Dic.dat,319,637,개색??,inspection-text-partial,bango-file
Dic.dat,320,639,개색??,inspection-text-partial,bango-file
Dic.dat,321,641,개색??,inspection-text-partial,bango-file
Dic.dat,322,643,개샛 ??,inspection-text-partial,bango-file
Dic.dat,323,645,개샛??,inspection-text-partial,bango-file
Dic.dat,324,647,개샛??,inspection-text-partial,bango-file
Dic.dat,325,649,개샛??,inspection-text-partial,bango-file
Dic.dat,326,651,개<CIPHER_14>�,inspection-text-partial,bango-file
Dic.dat,327,653,개샤 ??,inspection-text-partial,bango-file
Dic.dat,328,655,개샤??,inspection-text-partial,bango-file
Dic.dat,329,657,개샤??,inspection-text-partial,bango-file
Dic.dat,330,659,개샥,inspection-text-partial,bango-file
Dic.dat,331,661,개세,inspection-text-partial,bango-file
Dic.dat,332,663,개세??,inspection-text-partial,bango-file
Dic.dat,333,665,개세??,inspection-text-partial,bango-file
Dic.dat,334,667,개섹,inspection-text-partial,bango-file
Dic.dat,335,669,개<CIPHER_71>F,inspection-text-partial,bango-file
Dic.dat,336,671,개<CIPHER_71>M,inspection-text-partial,bango-file
Dic.dat,337,673,개셋 ??,inspection-text-partial,bango-file
Dic.dat,338,675,개셋??,inspection-text-partial,bango-file
Dic.dat,339,677,개<CIPHER_71>U,inspection-text-partial,bango-file
Dic.dat,340,679,개소??,inspection-text-partial,bango-file
Dic.dat,341,681,개솩,inspection-text-partial,bango-file
Dic.dat,342,683,개쇄,inspection-text-partial,bango-file
Dic.dat,343,685,개쇄??,inspection-text-partial,bango-file
Dic.dat,344,687,개<CIPHER_71>�,inspection-text-partial,bango-file
Dic.dat,345,689,개<CIPHER_71>�??,inspection-text-partial,bango-file
Dic.dat,346,691,개<CIPHER_71>�??,inspection-text-partial,bango-file
Dic.dat,347,693,개<CIPHER_71>�??,inspection-text-partial,bango-file
Dic.dat,348,695,개<CIPHER_71>�??,inspection-text-partial,bango-file
Dic.dat,349,697,개<CIPHER_71>�??,inspection-text-partial,bango-file
Dic.dat,350,699,개<CIPHER_71>�??,inspection-text-partial,bango-file
Dic.dat,351,701,개쇗,inspection-text-partial,bango-file
Dic.dat,352,703,개쇗??,inspection-text-partial,bango-file
Dic.dat,353,705,개쇠??,inspection-text-partial,bango-file
Dic.dat,354,707,개<CIPHER_71>�,inspection-text-partial,bango-file
Dic.dat,355,709,개수??,inspection-text-partial,bango-file
Dic.dat,356,711,개쉐,inspection-text-partial,bango-file
Dic.dat,357,713,개쉐 ??,inspection-text-partial,bango-file
Dic.dat,358,715,개쉐??,inspection-text-partial,bango-file
Dic.dat,359,717,개쉐??,inspection-text-partial,bango-file
Dic.dat,360,719,개쉐??,inspection-text-partial,bango-file
Dic.dat,361,721,개쉑,inspection-text-partial,bango-file
Dic.dat,362,723,개쉑 ??,inspection-text-partial,bango-file
Dic.dat,363,725,개쉑 ??,inspection-text-partial,bango-file
Dic.dat,364,727,개쉑 ??,inspection-text-partial,bango-file
Dic.dat,365,729,개쉑??,inspection-text-partial,bango-file
Dic.dat,366,731,개쉑??,inspection-text-partial,bango-file
Dic.dat,367,733,개쉑??,inspection-text-partial,bango-file
Dic.dat,368,735,개쉑??,inspection-text-partial,bango-file
Dic.dat,369,737,개쉑??,inspection-text-partial,bango-file
Dic.dat,370,739,개쉑??,inspection-text-partial,bango-file
Dic.dat,371,741,개쉑??,inspection-text-partial,bango-file
Dic.dat,372,743,개쉑??,inspection-text-partial,bango-file
Dic.dat,373,745,개<CIPHER_0F>w,inspection-text-partial,bango-file
Dic.dat,374,747,개<CIPHER_0F><CIPHER_B4>,inspection-text-partial,bango-file
Dic.dat,375,749,개쉬??,inspection-text-partial,bango-file
Dic.dat,376,751,개쉽,inspection-text-partial,bango-file
Dic.dat,377,753,개스??,inspection-text-partial,bango-file
Dic.dat,378,755,개스??,inspection-text-partial,bango-file
Dic.dat,379,757,개?? ??,inspection-text-partial,bango-file
Dic.dat,380,759,개?? ??,inspection-text-partial,bango-file
Dic.dat,381,761,개?? ??,inspection-text-partial,bango-file
Dic.dat,382,763,개?? ??,inspection-text-partial,bango-file
Dic.dat,383,765,개?? ??,inspection-text-partial,bango-file
Dic.dat,384,767,개????,inspection-text-partial,bango-file
Dic.dat,385,769,개????,inspection-text-partial,bango-file
Dic.dat,386,771,개????,inspection-text-partial,bango-file
Dic.dat,387,773,개????,inspection-text-partial,bango-file
Dic.dat,388,775,개????,inspection-text-partial,bango-file
Dic.dat,389,777,개<CIPHER_0F>�,inspection-text-partial,bango-file
Dic.dat,390,779,개<CIPHER_0F>�,inspection-text-partial,bango-file
Dic.dat,391,781,개시 ??,inspection-text-partial,bango-file
Dic.dat,392,783,개시??,inspection-text-partial,bango-file
Dic.dat,393,785,개십??,inspection-text-partial,bango-file
Dic.dat,394,787,개싯 ??,inspection-text-partial,bango-file
Dic.dat,395,789,개싯 ??,inspection-text-partial,bango-file
Dic.dat,396,791,개싯??,inspection-text-partial,bango-file
Dic.dat,397,793,개싯??,inspection-text-partial,bango-file
Dic.dat,398,795,개<CIPHER_0F>�,inspection-text-partial,bango-file
Dic.dat,399,797,개쌍 ??,inspection-text-partial,bango-file
Dic.dat,400,799,개쌍 ??,inspection-text-partial,bango-file
Dic.dat,401,801,개쌍 ??,inspection-text-partial,bango-file
Dic.dat,402,803,개쌍 ??,inspection-text-partial,bango-file
Dic.dat,403,805,개쌍 ??,inspection-text-partial,bango-file
Dic.dat,404,807,개쌍 ??,inspection-text-partial,bango-file
Dic.dat,405,809,개쌍??,inspection-text-partial,bango-file
Dic.dat,406,811,개쌍??,inspection-text-partial,bango-file
Dic.dat,407,813,개쌍??,inspection-text-partial,bango-file
Dic.dat,408,815,개쌍??,inspection-text-partial,bango-file
Dic.dat,409,817,개쌍??,inspection-text-partial,bango-file
Dic.dat,410,819,개쌍??,inspection-text-partial,bango-file
Dic.dat,411,821,개쌍??,inspection-text-partial,bango-file
Dic.dat,412,823,개쌔,inspection-text-partial,bango-file
Dic.dat,413,825,개쌔??,inspection-text-partial,bango-file
Dic.dat,414,827,개쌔??,inspection-text-partial,bango-file
Dic.dat,415,829,개쌕,inspection-text-partial,bango-file
Dic.dat,416,831,개쌕??,inspection-text-partial,bango-file
Dic.dat,417,833,개썅 ??,inspection-text-partial,bango-file
Dic.dat,418,835,개썅 ??,inspection-text-partial,bango-file
Dic.dat,419,837,개썅??,inspection-text-partial,bango-file
Dic.dat,420,839,개썅??,inspection-text-partial,bango-file
Dic.dat,421,841,개썅??,inspection-text-partial,bango-file
Dic.dat,422,843,개썅??,inspection-text-partial,bango-file
Dic.dat,423,845,개썅??,inspection-text-partial,bango-file
Dic.dat,424,847,개<CIPHER_0C>�,inspection-text-partial,bango-file
Dic.dat,425,849,개쐐??,inspection-text-partial,bango-file
Dic.dat,426,851,개쒜,inspection-text-partial,bango-file
Dic.dat,427,853,개쒜 ??,inspection-text-partial,bango-file
Dic.dat,428,855,개쒜??,inspection-text-partial,bango-file
Dic.dat,429,857,개쒜??,inspection-text-partial,bango-file
Dic.dat,430,859,개<CIPHER_03>�,inspection-text-partial,bango-file
Dic.dat,431,861,개<CIPHER_03>� ??,inspection-text-partial,bango-file
Dic.dat,432,863,개<CIPHER_03>� ??,inspection-text-partial,bango-file
Dic.dat,433,865,개<CIPHER_03>�??,inspection-text-partial,bango-file
Dic.dat,434,867,개<CIPHER_03>�??,inspection-text-partial,bango-file
Dic.dat,435,869,개<CIPHER_03>�??,inspection-text-partial,bango-file
Dic.dat,436,871,개<CIPHER_03>�??,inspection-text-partial,bango-file
Dic.dat,437,873,개<CIPHER_03>�??,inspection-text-partial,bango-file
Dic.dat,438,875,개<CIPHER_03>�??,inspection-text-partial,bango-file
Dic.dat,439,877,개<CIPHER_D4>F,inspection-text-partial,bango-file
Dic.dat,440,879,개쒸,inspection-text-partial,bango-file
Dic.dat,441,881,개<CIPHER_D4>O??,inspection-text-partial,bango-file
Dic.dat,442,883,개씨 ??,inspection-text-partial,bango-file
Dic.dat,443,885,개씨 ??,inspection-text-partial,bango-file
Dic.dat,444,887,개씨??,inspection-text-partial,bango-file
Dic.dat,445,889,개씨??,inspection-text-partial,bango-file
Dic.dat,446,891,개씨??,inspection-text-partial,bango-file
Dic.dat,447,893,개씹,inspection-text-partial,bango-file
Dic.dat,448,895,개씹??,inspection-text-partial,bango-file
Dic.dat,449,897,개씹??,inspection-text-partial,bango-file
Dic.dat,450,899,개아??,inspection-text-partial,bango-file
Dic.dat,451,901,개염??,inspection-text-partial,bango-file
Dic.dat,452,903,개욘,inspection-text-partial,bango-file
Dic.dat,453,905,개자 ??,inspection-text-partial,bango-file
Dic.dat,454,907,개자 ??,inspection-text-partial,bango-file
Dic.dat,455,909,개자??,inspection-text-partial,bango-file
Dic.dat,456,911,개자??,inspection-text-partial,bango-file
Dic.dat,457,913,개자??,inspection-text-partial,bango-file
Dic.dat,458,915,개자지,inspection-text-partial,bango-file
Dic.dat,459,917,개잡 ??,inspection-text-partial,bango-file
